-----,-----------,-----------,--------------,,,,,,,
Info," ""Default""",7.129869," ""| Encoders left right: 0.1"," 0.11""",,,,,-0.05,1.44
Info," ""Default""",7.134633," ""Left Vel0.2""",,,,,,-0.05,1.45
Info," ""Default""",7.1365," ""Right Vel0.2""",,,,,,-0.05,1.46
Info," ""Default""",7.13729," ""_____________________________________",,,,,,-0.06,1.47
"
Info, PathFollower""",7.148542," ""ONPATH = true""",,,,,,,-0.06,1.48
Info," ""PathFollower""",7.160205," ""found closest waypoint:0.0; 0.11 | 0.2""",,,,,,-0.06,1.48
Info," ""PathFollower""",7.165582," ""LookaheadPoint:0.0; 0.72""",,,,,,-0.06,1.49
Info," ""PathFollower""",7.167225," ""Curvature:-0.03702256092919204""",,,,,,-0.07,1.5
Info," ""PathFollower""",7.169326," ""Velocities (left; right):0.1962977439070808; 0.2037022560929192""",,,,,,-0.07,1.5
Info," ""Default""",7.183283," ""POS: (0.0; 0.11""",,,,,,-0.07,1.51
Info," ""Default""",7.185532," ""/ GYRO: -0.36""",,,,,,-0.08,1.52
Info," ""Default""",7.188138," ""| Encoders left right: 0.12"," 0.14""",,,,,-0.08,1.52
Info," ""Default""",7.190995," ""Left Vel0.2""",,,,,,-0.08,1.53
Info," ""Default""",7.202944," ""Right Vel0.2""",,,,,,-0.08,1.54
Info," ""Default""",7.203887," ""_____________________________________",,,,,,-0.09,1.54
"
Info, PathFollower""",7.209598," ""ONPATH = true""",,,,,,,-0.09,1.55
Info," ""PathFollower""",7.222532," ""found closest waypoint:0.0; 0.14 | 0.2""",,,,,,-0.1,1.56
Info," ""PathFollower""",7.226534," ""LookaheadPoint:0.0; 0.75""",,,,,,-0.1,1.56
Info," ""PathFollower""",7.228011," ""Curvature:-0.038271841672675465""",,,,,,-0.1,1.57
Info," ""PathFollower""",7.229274," ""Velocities (left; right):0.19617281583273247; 0.20382718416726756""",,,,,,-0.11,1.58
Info," ""Default""",7.242241," ""POS: (0.0; 0.14""",,,,,,-0.11,1.58
Info," ""Default""",7.243268," ""/ GYRO: -0.36""",,,,,,-0.11,1.58
Info," ""Default""",7.244331," ""| Encoders left right: 0.15"," 0.17""",,,,,-0.12,1.59
Info," ""Default""",7.24536," ""Left Vel0.2""",,,,,,-0.12,1.6
Info," ""Default""",7.246015," ""Right Vel0.2""",,,,,,-0.13,1.6
